species	county
Bombus huntii	Garfield
Bombus huntii	Grant
Bombus huntii	King
Bombus huntii	Kittitas
Bombus huntii	Klickitat
Bombus huntii	Lincoln
Bombus huntii	Okanogan
Bombus huntii	Pierce
Bombus huntii	Spokane
Bombus huntii	Stevens
Bombus huntii	Thurston
Bombus huntii	Walla Walla
Bombus huntii	Whitman
Bombus huntii	Yakima
Bombus lapponicus	Chelan
Bombus lapponicus	Clallam
Bombus lapponicus	Jefferson
Bombus lapponicus	King
Bombus lapponicus	Kittitas
Bombus lapponicus	Lewis
Bombus lapponicus	Lincoln
Bombus lapponicus	Mason
Bombus lapponicus	Okanogan
Bombus lapponicus	Pierce
Bombus lapponicus	San Juan
Bombus lapponicus	Skagit
Bombus lapponicus	Whatcom
Bombus lapponicus	Yakima
Bombus melanopygus	Chelan
Bombus melanopygus	Clallam
Bombus mixtus	Asotin
Bombus mixtus	Chelan
Bombus mixtus	Clallam
Bombus mixtus	Clark
Bombus mixtus	Columbia
Bombus mixtus	Cowlitz
Bombus mixtus	Douglas
Bombus mixtus	Ferry
Bombus mixtus	Garfield
Bombus mixtus	Grays Harbor
Bombus mixtus	Island
Bombus mixtus	Jefferson
Bombus mixtus	King
Bombus mixtus	Kitsap
Bombus mixtus	Kittitas
Bombus mixtus	Klickitat
Bombus mixtus	Lewis
Bombus mixtus	Mason
Bombus mixtus	Okanogan
Bombus mixtus	Pacific
Bombus mixtus	Pend Oreille
Bombus mixtus	Pierce
Bombus mixtus	San Juan
Bombus mixtus	Skagit
Bombus mixtus	Skamania
Bombus mixtus	Snohomish
Bombus mixtus	Spokane
Bombus mixtus	Stevens
Bombus mixtus	Thurston
Bombus mixtus	Wahkiakum
Bombus mixtus	Walla Walla
Bombus mixtus	Whatcom
Bombus mixtus	Whitman
Bombus mixtus	Yakima
Bombus sitkensis	Chelan
Bombus sitkensis	Clallam
Bombus sitkensis	Clark
Bombus sitkensis	Columbia
Bombus sitkensis	Cowlitz
Bombus sitkensis	Grant
Bombus sitkensis	Grays Harbor
Bombus sitkensis	Island
Bombus sitkensis	Jefferson
Bombus sitkensis	King
Bombus sitkensis	Kitsap
Bombus sitkensis	Kittitas
Bombus sitkensis	Klickitat
Bombus sitkensis	Lewis
Bombus sitkensis	Mason
Bombus sitkensis	Okanogan
Bombus sitkensis	Pacific
Bombus sitkensis	Pend Oreille
Bombus sitkensis	Pierce
Bombus sitkensis	San Juan
Bombus sitkensis	Skagit
Bombus sitkensis	Skamania
Bombus sitkensis	Snohomish
Bombus sitkensis	Spokane
Bombus sitkensis	Thurston
Bombus sitkensis	Whatcom
Bombus sitkensis	Whitman
Bombus sitkensis	Yakima
Bombus vagans	Chelan
Bombus vagans	Ferry
Bombus vagans	Lincoln
Bombus vagans	Okanogan
Bombus vagans	Pend Oreille
Bombus vagans	Spokane
Bombus vagans	Stevens
Bombus vagans	Thurston
Bombus vagans	Walla Walla
Bombus vagans	Whitman
Bombus vancouverensis	Asotin
Bombus vancouverensis	Benton
Bombus vancouverensis	Chelan
Bombus vancouverensis	Clallam
Bombus vancouverensis	Columbia
Bombus vancouverensis	Douglas
Bombus vancouverensis	Ferry
Bombus vancouverensis	Garfield
Bombus vancouverensis	Grant
Bombus vancouverensis	Jefferson
Bombus vancouverensis	King
Bombus vancouverensis	Kitsap
Bombus vancouverensis	Kittitas
Bombus vancouverensis	Klickitat
Bombus vancouverensis	Lewis
Bombus vancouverensis	Lincoln
Bombus vancouverensis	Mason
Bombus vancouverensis	Okanogan
Bombus vancouverensis	Pend Oreille
Bombus vancouverensis	Pierce
Bombus vancouverensis	San Juan
Bombus vancouverensis	Skagit
Bombus vancouverensis	Skamania
Bombus vancouverensis	Spokane
Bombus vancouverensis	Stevens
Bombus vancouverensis	Thurston
Bombus vancouverensis	Walla Walla
Bombus vancouverensis	Whatcom
Bombus vancouverensis	Whitman
Bombus vancouverensis	Yakima
Bombus vandykei	Chelan
Bombus vandykei	Clallam
Bombus vandykei	Douglas
Bombus vandykei	Grays Harbor
Bombus vandykei	Jefferson
Bombus vandykei	King
Bombus vandykei	Kittitas
Bombus vandykei	Mason
Bombus vandykei	Okanogan
Bombus vandykei	Pierce
Bombus vandykei	San Juan
Bombus vandykei	Snohomish
Bombus vandykei	Thurston
Bombus vandykei	Whatcom
Bombus vandykei	Whitman
Bombus vandykei	Yakima
Bombus vosnesenskii	Benton
Bombus vosnesenskii	Chelan
Bombus vosnesenskii	Clallam
Bombus vosnesenskii	Clark
Bombus vosnesenskii	Cowlitz
Bombus vosnesenskii	Douglas
Bombus vosnesenskii	Garfield
Bombus vosnesenskii	Grays Harbor
Bombus vosnesenskii	Island
Bombus vosnesenskii	Jefferson
Bombus vosnesenskii	King
Bombus vosnesenskii	Kitsap
Bombus vosnesenskii	Kittitas
Bombus vosnesenskii	Klickitat
Bombus vosnesenskii	Lewis
Bombus vosnesenskii	Lincoln
Bombus vosnesenskii	Mason
Bombus vosnesenskii	Okanogan
Bombus vosnesenskii	Pacific
Bombus vosnesenskii	Pierce
Bombus vosnesenskii	San Juan
Bombus vosnesenskii	Skagit
Bombus vosnesenskii	Skamania
Bombus vosnesenskii	Snohomish
Bombus vosnesenskii	Stevens
Bombus vosnesenskii	Thurston
Bombus vosnesenskii	Wahkiakum
Bombus vosnesenskii	Walla Walla
Bombus vosnesenskii	Whatcom
Bombus vosnesenskii	Whitman
Bombus vosnesenskii	Yakima
Bombus appositus	Asotin
Bombus appositus	Chelan
Bombus appositus	Clallam
Bombus appositus	Clark
Bombus appositus	Columbia
Bombus appositus	Ferry
Bombus appositus	Franklin
Bombus appositus	Garfield
Bombus appositus	Grant
Bombus appositus	King
Bombus appositus	Kitsap
Bombus appositus	Kittitas
Bombus appositus	Klickitat
Bombus appositus	Lincoln
Bombus appositus	Mason
Bombus appositus	Okanogan
Bombus appositus	Pend Oreille
Bombus appositus	San Juan
Bombus appositus	Skagit
Bombus appositus	Spokane
Bombus appositus	Stevens
Bombus appositus	Thurston
Bombus appositus	Walla Walla
Bombus appositus	Whatcom
Diadasia diminuta	Asotin
Diadasia diminuta	Benton
Diadasia diminuta	Chelan
Diadasia diminuta	Walla Walla
Diadasia diminuta	Whatcom
Diadasia diminuta	Whitman
Diadasia diminuta	Yakima
Diadasia lutzi	Benton
Diadasia lutzi	Yakima
Diadasia nigrifrons	Chelan
Diadasia nigrifrons	Kittitas
Diadasia nigrifrons	Whitman
Diadasia nigrifrons	Yakima
Diadasia nitidifrons	Chelan
Diadasia nitidifrons	Yakima
Diadasia ochracea	Whitman
Diadasia ochracea	Yakima
Diadasia enavata	Asotin
Diadasia enavata	Benton
Diadasia enavata	Klickitat
Diadasia enavata	Walla Walla
Diadasia enavata	Whitman
Diadasia enavata	Yakima
Epimelissodes obliquus	Yakima
Eucera actuosa	Benton
Eucera actuosa	Chelan
Eucera actuosa	Garfield
Eucera actuosa	Spokane
Eucera actuosa	Whitman
Eucera amsinckiae	Benton
Eucera amsinckiae	Walla Walla
Eucera amsinckiae	Whitman
Eucera angustifrons	Spokane
Eucera delphinii	Asotin
Eucera delphinii	Garfield
Eucera delphinii	Spokane
Eucera delphinii	Stevens
Eucera delphinii	Whitman
Eucera douglasiana	Benton
Eucera douglasiana	Grant
Eucera edwardsii	Benton
Eucera edwardsii	Chelan
Eucera edwardsii	Franklin
Eucera edwardsii	Garfield
Eucera edwardsii	Grant
Eucera edwardsii	Klickitat
Eucera edwardsii	Spokane
Eucera edwardsii	Walla Walla
Eucera edwardsii	Whitman
Eucera edwardsii	Yakima
Eucera frater	Benton
Eucera frater	Chelan
Eucera frater	Garfield
Eucera frater	Jefferson
Eucera frater	Klickitat
Eucera frater	San Juan
Eucera frater	Stevens
Eucera frater	Thurston
Eucera frater	Walla Walla
Eucera frater	Whitman
Eucera fulvitarsis	Benton
Eucera fulvitarsis	Chelan
Eucera fulvitarsis	Douglas
Eucera fulvitarsis	Garfield
Eucera fulvitarsis	Walla Walla
Eucera fulvitarsis	Yakima
Eucera hurdi	Asotin
Eucera hurdi	Spokane
Eucera hurdi	Whitman
Eucera speciosa	Benton
Melissodes glenwoodensis	Grant
Melissodes lupinus	Benton
Melissodes lupinus	Klickitat
Melissodes lupinus	Walla Walla
Melissodes lupinus	Whitman
Melissodes lupinus	Yakima
Melissodes metenua	Kittitas
Melissodes metenua	Whitman
Melissodes metenua	Yakima
Melissodes plumosus	Yakima
Melissodes stearnsi	Kittitas
Melissodes stearnsi	Okanogan
Melissodes agilis	Adams
Melissodes agilis	Asotin
Melissodes agilis	Benton
Melissodes agilis	Chelan
Melissodes agilis	Douglas
Melissodes agilis	Garfield
Melissodes agilis	Grant
Melissodes agilis	Klickitat
Melissodes agilis	Spokane
Melissodes agilis	Walla Walla
Melissodes agilis	Whitman
Melissodes agilis	Yakima
Melissodes bimatris	Benton
Melissodes bimatris	Franklin
Melissodes bimatris	Grant
Melissodes bimatris	Okanogan
Melissodes bimatris	Walla Walla
Melissodes bimatris	Whitman
Melissodes bimatris	Yakima
Melissodes brevipyga	Benton
Melissodes brevipyga	Yakima
Melissodes grindeliae	Yakima
Melissodes lutulentus	Adams
Melissodes lutulentus	Benton
Melissodes lutulentus	Walla Walla
Melissodes menuachus	Benton
Melissodes menuachus	Grant
Melissodes menuachus	Okanogan
Melissodes menuachus	Walla Walla
Melissodes microstictus	Benton
Melissodes microstictus	Chelan
Melissodes microstictus	Island
Melissodes microstictus	King
Melissodes microstictus	Kitsap
Melissodes microstictus	Kittitas
Melissodes microstictus	Klickitat
Melissodes microstictus	Okanogan
Melissodes microstictus	Pend Oreille
Melissodes microstictus	Pierce
Melissodes microstictus	San Juan
Melissodes microstictus	Spokane
Melissodes microstictus	Thurston
Melissodes microstictus	Walla Walla
Melissodes microstictus	Whatcom
Melissodes microstictus	Whitman
Melissodes microstictus	Yakima
Melissodes pallidisignatus	Benton
Melissodes pallidisignatus	Island
Melissodes pallidisignatus	Jefferson
Melissodes pallidisignatus	Kittitas
Melissodes pallidisignatus	Klickitat
Melissodes pallidisignatus	Okanogan
Melissodes pallidisignatus	Pend Oreille
Melissodes pallidisignatus	Stevens
Melissodes pallidisignatus	Walla Walla
Melissodes pallidisignatus	Whitman
Melissodes pallidisignatus	Yakima
Melissodes paululus	Benton
Melissodes paululus	Walla Walla
Melissodes paululus	Yakima
Melissodes robustior	Adams
Melissodes robustior	Asotin
Melissodes robustior	Benton
Melissodes robustior	Spokane
Melissodes robustior	Walla Walla
Melissodes robustior	Whitman
Melissodes robustior	Yakima
Melissodes saponellus	Benton
Melissodes saponellus	Grant
Melissodes saponellus	Yakima
Melissodes semilupinus	Benton
Melissodes semilupinus	Chelan
Melissodes semilupinus	Walla Walla
Melissodes semilupinus	Whitman
Melissodes semilupinus	Yakima
Melissodes subagilis	Adams
Melissodes subagilis	Benton
Melissodes subagilis	Grant
Melissodes verbesinarum	Adams
Melissodes verbesinarum	Yakima
Melissodes vernalis	Adams
Melissodes vernalis	Benton
Melissodes rivalis	Adams
Melissodes rivalis	Asotin
Melissodes rivalis	Benton
Melissodes rivalis	Columbia
Melissodes rivalis	Garfield
Melissodes rivalis	Grant
Melissodes rivalis	King
Melissodes rivalis	Kittitas
Melissodes rivalis	Klickitat
Melissodes rivalis	Lewis
Melissodes rivalis	Lincoln
Melissodes rivalis	San Juan
Melissodes rivalis	Walla Walla
Melissodes rivalis	Whitman
Melissodes rivalis	Yakima
Melissodes communis	Walla Walla
Melissodes dagosus	Adams
Melissodes dagosus	Benton
Melissodes dagosus	Grant
Melissodes dagosus	Lincoln
Melissodes dagosus	Yakima
Oreopasites vanduzeei	Benton
Epeolus americanus	Benton
Epeolus americanus	Walla Walla
Epeolus compactus	King
Epeolus compactus	Klickitat
Epeolus compactus	Pierce
Epeolus compactus	Thurston
Epeolus emiliae	Benton
Epeolus minimus	Benton
Epeolus minimus	Ferry
Epeolus minimus	Spokane
Epeolus minimus	Thurston
Epeolus novomexicanus	Benton
Epeolus olympiellus	Benton
Epeolus olympiellus	Douglas
Epeolus olympiellus	Garfield
Epeolus olympiellus	San Juan
Epeolus olympiellus	Thurston
Epeolus olympiellus	Whitman
Triepeolus argus	Benton
Triepeolus argus	Yakima
Triepeolus argyreus	Benton
Triepeolus argyreus	Klickitat
Triepeolus argyreus	Walla Walla
Triepeolus argyreus	Yakima
Triepeolus concavus	Adams
Triepeolus concavus	Franklin
Triepeolus concavus	Yakima
Triepeolus grindeliae	Benton
Triepeolus helianthi	Klickitat
Triepeolus helianthi	Whitman
Triepeolus paenepectoralis	Island
Triepeolus paenepectoralis	Jefferson
Triepeolus paenepectoralis	Kitsap
Triepeolus paenepectoralis	Klickitat
Triepeolus paenepectoralis	Okanogan
Triepeolus paenepectoralis	Whitman
Triepeolus texanus	Walla Walla
Triepeolus texanus	Whitman
Triepeolus texanus	Yakima
Triepeolus timberlakei	Whitman
Brachymelecta californica	Benton
Brachymelecta californica	Jefferson
Brachymelecta californica	Whitman
Brachymelecta californica	Yakima
Melecta pacifica	Benton
Melecta pacifica	Okanogan
Melecta pacifica	Spokane
Melecta pacifica	Yakima
Melecta separata	Chelan
Melecta separata	Pierce
Melecta separata	Spokane
Melecta separata	Yakima
Melecta thoracica	Douglas
Melecta thoracica	Spokane
Melecta thoracica	Whitman
Zacosmia maculata	Walla Walla
Nomada aldrichi	Spokane
Nomada articulata	Kitsap
Nomada articulata	Whitman
Nomada bella	King
Nomada bella	Thurston
Nomada civilis	Whitman
Nomada collinsiana	Walla Walla
Nomada coquilletti	Whitman
Nomada cressonii	Thurston
Nomada crotchii	Benton
Nomada crotchii	Walla Walla
Nomada cuneata	Whitman
Nomada edwardsii	Benton
Nomada edwardsii	Kittitas
Nomada edwardsii	Spokane
Nomada edwardsii	Walla Walla
Nomada edwardsii	Whitman
Nomada erythrochroa	Franklin
Nomada erythrochroa	Yakima
Nomada flammigera	Yakima
Nomada grayi	Kittitas
Nomada hesperia	Kittitas
Nomada hesperia	Walla Walla
Nomada hesperia	Whitman
Nomada itamera	Whitman
Nomada jennei	Yakima
Nomada lehighensis	Asotin
Nomada malonella	Whitman
Nomada malonina	Whitman
Nomada mutans	Jefferson
Nomada mutans	Pacific
Nomada mutans	Whitman
Nomada mutans	Yakima
Nomada orcusella	San Juan
Nomada packardiella	Ferry
Nomada packardiella	Whitman
Nomada pascoensis	Benton
Nomada pascoensis	Franklin
Nomada pascoensis	Klickitat
Nomada pascoensis	Walla Walla
Nomada perbella	Grays Harbor
Nomada perbella	King
Nomada perbella	Thurston
Nomada perbella	Whitman
Nomada perplexans	Whitman
Nomada pulsatillae	Spokane
Nomada pulsatillae	Whitman
Nomada scita	Adams
Nomada scita	Benton
Nomada scita	Kittitas
Nomada scita	Walla Walla
Nomada scita	Whitman
Nomada semisuavis	Whitman
Nomada suavis	Clallam
Nomada suavis	Walla Walla
Nomada suavis	Whitman
Nomada texana	Walla Walla
Nomada texana	Whitman
Nomada ultima	Spokane
Ceratina acantha	Chelan
Ceratina acantha	Clallam
Ceratina acantha	Cowlitz
Ceratina acantha	Jefferson
Ceratina acantha	King
Ceratina acantha	Kitsap
Ceratina acantha	Klickitat
Ceratina acantha	Mason
Ceratina acantha	Pierce
Ceratina acantha	San Juan
Ceratina acantha	Spokane
Ceratina acantha	Thurston
Ceratina acantha	Walla Walla
Ceratina acantha	Whitman
Ceratina micheneri	Whatcom
Ceratina nanula	Jefferson
Ceratina nanula	Klickitat
Ceratina nanula	San Juan
Ceratina nanula	Spokane
Ceratina nanula	Thurston
Ceratina nanula	Whitman
Ceratina pacifica	Chelan
Ceratina pacifica	Grant
Ceratina pacifica	Klickitat
Ceratina pacifica	Okanogan
Ceratina pacifica	Spokane
Ceratina pacifica	Whitman
Ceratina sequoiae	Whitman
Colletes compactus	Whitman
Colletes compactus	Yakima
Colletes consors	Clallam
Colletes consors	Okanogan
Colletes consors	Yakima
Colletes delodontus	Franklin
Colletes fulgidus	Asotin
Colletes fulgidus	Benton
Colletes fulgidus	Garfield
Colletes fulgidus	Grant
Colletes fulgidus	Jefferson
Colletes fulgidus	Klickitat
Colletes fulgidus	Okanogan
Colletes fulgidus	San Juan
Colletes fulgidus	Spokane
Colletes fulgidus	Walla Walla
Colletes fulgidus	Whitman
Colletes fulgidus	Yakima
Colletes gypsicolens	Benton
Colletes gypsicolens	Franklin
Colletes gypsicolens	Yakima
Colletes hyalinus	Pacific
Colletes hyalinus	Pend Oreille
Colletes hyalinus	San Juan
Colletes inaequalis	Chelan
Colletes inaequalis	Douglas
Colletes kincaidii	Asotin
Colletes kincaidii	Jefferson
Colletes kincaidii	San Juan
Colletes kincaidii	Spokane
Colletes kincaidii	Thurston
Colletes kincaidii	Whitman
Colletes lutzi	Benton
Colletes lutzi	King
Colletes lutzi	Spokane
Colletes nigrifrons	Chelan
Colletes nigrifrons	Okanogan
Colletes nigrifrons	Skagit
Colletes paniscus	Benton
Colletes paniscus	Pierce
Colletes paniscus	Yakima
Colletes phaceliae	Ferry
Colletes phaceliae	Franklin
Colletes phaceliae	Thurston
Colletes phaceliae	Walla Walla
Colletes simulans	Thurston
Colletes simulans	Yakima
Colletes slevini	Yakima
Hylaeus basalis	King
Hylaeus basalis	Kitsap
Hylaeus basalis	Okanogan
Hylaeus basalis	San Juan
Hylaeus basalis	Skagit
Hylaeus basalis	Thurston
Hylaeus annulatus	Chelan
Hylaeus annulatus	Clallam
Hylaeus annulatus	King
Hylaeus annulatus	Okanogan
Hylaeus annulatus	Skagit
Hylaeus conspicuus	Klickitat
Hylaeus conspicuus	Spokane
Hylaeus conspicuus	Whitman
Hylaeus granulatus	Whitman
Hylaeus mesillae	Benton
Hylaeus mesillae	Chelan
Hylaeus mesillae	Grant
Hylaeus mesillae	Okanogan
Hylaeus mesillae	Walla Walla
Hylaeus mesillae	Yakima
Hylaeus rudbeckiae	Chelan
Hylaeus rudbeckiae	Klickitat
Hylaeus rudbeckiae	Okanogan
Hylaeus rudbeckiae	Spokane
Hylaeus verticalis	Kittitas
Hylaeus calvus	Chelan
Hylaeus coloradensis	Clallam
Hylaeus coloradensis	Kittitas
Hylaeus coloradensis	San Juan
Hylaeus coloradensis	Whitman
Hylaeus nevadensis	Chelan
Hylaeus nevadensis	King
Hylaeus wootoni	Chelan
Hylaeus wootoni	Clallam
Hylaeus wootoni	Ferry
Hylaeus wootoni	Pierce
Hylaeus wootoni	Spokane
Hylaeus wootoni	Yakima
Hylaeus affinis	Whitman
Hylaeus episcopalis	Clallam
Hylaeus episcopalis	King
Hylaeus episcopalis	Klickitat
Hylaeus episcopalis	Pacific
Hylaeus episcopalis	Spokane
Hylaeus episcopalis	Whitman
Agapostemon femoratus	Adams
Agapostemon femoratus	Asotin
Agapostemon femoratus	Benton
Agapostemon femoratus	Chelan
Agapostemon femoratus	Douglas
Agapostemon femoratus	Ferry
Agapostemon femoratus	Franklin
Agapostemon femoratus	Garfield
Agapostemon femoratus	Grant
Agapostemon femoratus	Island
Agapostemon femoratus	Kittitas
Agapostemon femoratus	Mason
Agapostemon femoratus	Okanogan
Agapostemon femoratus	Pacific
Agapostemon femoratus	Spokane
Agapostemon femoratus	Walla Walla
Agapostemon femoratus	Whitman
Agapostemon femoratus	Yakima
Agapostemon texanus	Adams
Agapostemon texanus	Benton
Agapostemon texanus	Clallam
Agapostemon texanus	Douglas
Agapostemon texanus	Franklin
Agapostemon texanus	Garfield
Agapostemon texanus	Grant
Agapostemon texanus	Island
Agapostemon texanus	Jefferson
Agapostemon texanus	King
Agapostemon texanus	Kitsap
Agapostemon texanus	Kittitas
Agapostemon texanus	Klickitat
Agapostemon texanus	Okanogan
Agapostemon texanus	Pacific
Agapostemon texanus	Pierce
Agapostemon texanus	San Juan
Agapostemon texanus	Skagit
Agapostemon texanus	Spokane
Agapostemon texanus	Thurston
Agapostemon texanus	Walla Walla
Agapostemon texanus	Whatcom
Agapostemon texanus	Whitman
Agapostemon texanus	Yakima
Agapostemon virescens	Benton
Agapostemon virescens	Chelan
Agapostemon virescens	Douglas
Agapostemon virescens	Garfield
Agapostemon virescens	Jefferson
Agapostemon virescens	King
Agapostemon virescens	Klickitat
Agapostemon virescens	Lewis
Agapostemon virescens	Okanogan
Agapostemon virescens	Skagit
Agapostemon virescens	Snohomish
Agapostemon virescens	Spokane
Agapostemon virescens	Stevens
Agapostemon virescens	Thurston
Agapostemon virescens	Walla Walla
Agapostemon virescens	Whitman
Agapostemon virescens	Yakima
Halictus farinosus	Benton
Halictus farinosus	Chelan
Halictus farinosus	Douglas
Halictus farinosus	Grant
Halictus farinosus	Klickitat
Halictus farinosus	Okanogan
Halictus farinosus	Pierce
Halictus farinosus	Spokane
Halictus farinosus	Stevens
Halictus farinosus	Walla Walla
Halictus farinosus	Whitman
Halictus farinosus	Yakima
Halictus ligatus	Adams
Halictus ligatus	Benton
Halictus ligatus	Chelan
Halictus ligatus	Douglas
Halictus ligatus	Grant
Halictus ligatus	King
Halictus ligatus	Klickitat
Halictus ligatus	Okanogan
Halictus ligatus	Spokane
Halictus ligatus	Thurston
Halictus ligatus	Walla Walla
Halictus ligatus	Whitman
Halictus ligatus	Yakima
Halictus confusus	Chelan
Halictus confusus	Clallam
Halictus confusus	Jefferson
Halictus confusus	King
Halictus confusus	Klickitat
Halictus confusus	Pacific
Halictus confusus	Pierce
Halictus confusus	San Juan
Halictus confusus	Spokane
Halictus confusus	Thurston
Halictus confusus	Whatcom
Halictus confusus	Whitman
Halictus tripartitus	Benton
Halictus tripartitus	Clallam
Halictus tripartitus	Douglas
Halictus tripartitus	Jefferson
Halictus tripartitus	Kittitas
Halictus tripartitus	Klickitat
Halictus tripartitus	Okanogan
Halictus tripartitus	San Juan
Halictus tripartitus	Spokane
Halictus tripartitus	Stevens
Halictus tripartitus	Thurston
Halictus tripartitus	Walla Walla
Halictus tripartitus	Whitman
Halictus tripartitus	Yakima
Halictus virgatellus	Chelan
Halictus virgatellus	Clallam
Halictus virgatellus	Pierce
Halictus virgatellus	Stevens
Halictus virgatellus	Whatcom
Lasioglossum albipenne	San Juan
Lasioglossum albipenne	Whitman
Lasioglossum albohirtum	Adams
Lasioglossum albohirtum	Benton
Lasioglossum albohirtum	Columbia
Lasioglossum albohirtum	Grant
Lasioglossum albohirtum	Okanogan
Lasioglossum albohirtum	Pierce
Lasioglossum albohirtum	Walla Walla
Lasioglossum albohirtum	Whitman
Lasioglossum albohirtum	Yakima
Lasioglossum brunneiventre	Benton
Lasioglossum brunneiventre	Walla Walla
Lasioglossum brunneiventre	Whitman
Lasioglossum brunneiventre	Yakima
Lasioglossum cressonii	King
Lasioglossum cressonii	Skagit
Lasioglossum cressonii	Snohomish
Lasioglossum cressonii	Stevens
Lasioglossum cressonii	Whatcom
Lasioglossum cressonii	Whitman
Lasioglossum dashwoodi	Garfield
Lasioglossum dashwoodi	Klickitat
Lasioglossum dashwoodi	Okanogan
Lasioglossum dashwoodi	Spokane
Lasioglossum dashwoodi	Whitman
Lasioglossum dashwoodi	Yakima
Lasioglossum diversopunctatum	Benton
Lasioglossum diversopunctatum	Yakima
Lasioglossum helianthi	Adams
Lasioglossum helianthi	Benton
Lasioglossum helianthi	Grant
Lasioglossum helianthi	Grays Harbor
Lasioglossum helianthi	Okanogan
Lasioglossum helianthi	Pierce
Lasioglossum helianthi	Walla Walla
Lasioglossum helianthi	Whitman
Lasioglossum helianthi	Yakima
Lasioglossum hyalinum	Adams
Lasioglossum hyalinum	Benton
Lasioglossum hyalinum	Chelan
Lasioglossum hyalinum	Grant
Lasioglossum hyalinum	Yakima
Lasioglossum incompletum	Asotin
Lasioglossum incompletum	Benton
Lasioglossum incompletum	Chelan
Lasioglossum incompletum	Garfield
Lasioglossum incompletum	Grant
Lasioglossum incompletum	Island
Lasioglossum incompletum	Kittitas
Lasioglossum incompletum	Klickitat
Lasioglossum incompletum	San Juan
Lasioglossum incompletum	Spokane
Lasioglossum incompletum	Walla Walla
Lasioglossum incompletum	Whitman
Lasioglossum incompletum	Yakima
Lasioglossum knereri	Asotin
Lasioglossum knereri	Clark
Lasioglossum knereri	Island
Lasioglossum knereri	King
Lasioglossum knereri	Klickitat
Lasioglossum knereri	Okanogan
Lasioglossum knereri	San Juan
Lasioglossum knereri	Skagit
Lasioglossum knereri	Spokane
Lasioglossum knereri	Whitman
Lasioglossum knereri	Yakima
Lasioglossum laevissimum	Benton
Lasioglossum laevissimum	Clark
Lasioglossum laevissimum	Grant
Lasioglossum laevissimum	Grays Harbor
Lasioglossum laevissimum	Island
Lasioglossum laevissimum	King
Lasioglossum laevissimum	Okanogan
Lasioglossum laevissimum	Pacific
Lasioglossum laevissimum	Pierce
Lasioglossum laevissimum	San Juan
Lasioglossum laevissimum	Skagit
Lasioglossum laevissimum	Snohomish
Lasioglossum laevissimum	Stevens
Lasioglossum laevissimum	Whatcom
Lasioglossum laevissimum	Whitman
Lasioglossum longicorne	San Juan
Lasioglossum macroprosopum	Benton
Lasioglossum macroprosopum	Kittitas
Lasioglossum macroprosopum	Skagit
Lasioglossum macroprosopum	Spokane
Lasioglossum macroprosopum	Walla Walla
Lasioglossum macroprosopum	Whitman
Lasioglossum macroprosopum	Yakima
Lasioglossum marinense	Asotin
Lasioglossum marinense	Okanogan
Lasioglossum marinense	San Juan
Lasioglossum marinense	Stevens
Lasioglossum nevadense	Asotin
Lasioglossum nevadense	Benton
Lasioglossum nevadense	Chelan
Lasioglossum nevadense	Clark
Lasioglossum nevadense	Cowlitz
Lasioglossum nevadense	Okanogan
Lasioglossum nevadense	San Juan
Lasioglossum nevadense	Spokane
Lasioglossum nevadense	Walla Walla
Lasioglossum nevadense	Whitman
Lasioglossum nevadense	Yakima
Lasioglossum nigroviride	Chelan
Lasioglossum nigroviride	Pend Oreille
Lasioglossum novascotiae	Benton
Lasioglossum novascotiae	Okanogan
Lasioglossum novascotiae	Spokane
Lasioglossum novascotiae	Stevens
Lasioglossum novascotiae	Walla Walla
Lasioglossum novascotiae	Whatcom
Lasioglossum novascotiae	Whitman
Lasioglossum novascotiae	Yakima
Lasioglossum pacatum	Okanogan
Lasioglossum pacatum	San Juan
Lasioglossum pallidellum	Benton
Lasioglossum pallidellum	Grant
Lasioglossum perdifficile	Benton
Lasioglossum perdifficile	Walla Walla
Lasioglossum platyparius	Whitman
Lasioglossum prasinogaster	Adams
Lasioglossum prasinogaster	Benton
Lasioglossum prasinogaster	Garfield
Lasioglossum prasinogaster	Franklin
Lasioglossum prasinogaster	Grant
Lasioglossum prasinogaster	Klickitat
Lasioglossum prasinogaster	Okanogan
Lasioglossum prasinogaster	Spokane
Lasioglossum prasinogaster	Whitman
Lasioglossum prasinogaster	Yakima
Lasioglossum pruinosum	Benton
Lasioglossum pruinosum	Douglas
Lasioglossum pruinosum	Garfield
Lasioglossum pruinosum	Okanogan
Lasioglossum pruinosum	Walla Walla
Lasioglossum pruinosum	Whitman
Lasioglossum pruinosum	Yakima
Lasioglossum punctatoventre	Benton
Lasioglossum punctatoventre	Okanogan
Lasioglossum punctatoventre	Spokane
Lasioglossum punctatoventre	Whitman
Lasioglossum reasbeckae	Thurston
Lasioglossum ruidosense	Asotin
Lasioglossum ruidosense	Benton
Lasioglossum ruidosense	Clallam
Lasioglossum ruidosense	Clark
Lasioglossum ruidosense	Grant
Lasioglossum ruidosense	Okanogan
Lasioglossum ruidosense	Skagit
Lasioglossum ruidosense	Spokane
Lasioglossum ruidosense	Stevens
Lasioglossum ruidosense	Thurston
Lasioglossum ruidosense	Whitman
Lasioglossum sandhousiellum	Okanogan
Lasioglossum sedi	Asotin
Lasioglossum sedi	Chelan
Lasioglossum sedi	King
Lasioglossum sedi	Klickitat
Lasioglossum sedi	Okanogan
Lasioglossum sedi	Whitman
Lasioglossum sedi	Yakima
